frame,time,F,A,G
631,24.725705329153605,0.3,0.3,0.5
632,24.764890282131663,0.3,0.3,0.5
633,24.804075235109718,0.3,0.3,0.5
634,24.843260188087775,0.3,0.3,0.5
635,24.88244514106583,0.3,0.3,0.5
636,24.921630094043888,0.3,0.3,0.5
637,24.960815047021942,0.3,0.3,0.5
638,25.0,0.3,0.3,0.3
639,25.039184952978058,0.3,0.3,0.3
640,25.078369905956112,0.3,0.3,0.3
641,25.11755485893417,0.3,0.3,0.3
642,25.156739811912225,0.3,0.3,0.3
643,25.195924764890282,0.3,0.3,0.3
644,25.235109717868337,0.3,0.3,0.3
645,25.274294670846395,0.3,0.3,0.3
646,25.313479623824453,0.3,0.3,0.3
647,25.352664576802507,0.3,0.3,0.3
648,25.391849529780565,0.3,0.3,0.3
649,25.43103448275862,0.3,0.3,0.3
650,25.470219435736677,0.3,0.3,0.3
651,25.509404388714735,0.3,0.3,0.3
652,25.54858934169279,0.3,0.3,0.3
653,25.587774294670847,0.3,0.3,0.3
654,25.6269592476489,0.3,0.3,0.3
655,25.66614420062696,0.3,0.3,0.3
656,25.705329153605014,0.3,0.3,0.3
657,25.744514106583072,0.3,0.3,0.3
658,25.78369905956113,0.3,0.3,0.3
659,25.822884012539184,0.3,0.3,0.3
660,25.862068965517242,0.3,0.3,0.3
661,25.901253918495296,0.3,0.3,0.3
662,25.940438871473354,0.3,0.3,0.3
663,25.979623824451412,0.3,0.3,0.3
664,26.018808777429467,0.3,0.3,0.3
665,26.057993730407524,0.3,0.3,0.3
666,26.09717868338558,0.3,0.3,0.3
667,26.136363636363637,0.3,0.3,0.3
668,26.17554858934169,0.3,0.3,0.3
669,26.21473354231975,0.3,0.3,0.3
670,26.253918495297807,0.3,0.3,0.3
671,26.29310344827586,0.3,0.3,0.3
672,26.33228840125392,0.3,0.3,0.3
673,26.371473354231973,0.3,0.3,0.3
674,26.41065830721003,0.3,0.3,0.3
675,26.44984326018809,0.3,0.3,0.3
676,26.489028213166144,0.3,0.3,0.3
677,26.5282131661442,0.3,0.3,0.3
678,26.567398119122256,0.3,0.3,0.3
679,26.606583072100314,0.3,0.3,0.3
680,26.645768025078368,0.3,0.3,0.3
681,26.684952978056426,0.3,0.3,0.3
682,26.724137931034484,0.3,0.3,0.3
683,26.76332288401254,0.3,0.3,0.3
684,26.802507836990596,0.3,0.3,0.3
685,26.84169278996865,0.3,0.3,0.3
686,26.88087774294671,0.3,0.3,0.3
687,26.920062695924766,0.3,0.3,0.3
688,26.95924764890282,0.3,0.3,0.3
689,26.99843260188088,0.3,0.3,0.3
690,27.037617554858933,0.3,0.3,0.3
691,27.07680250783699,0.3,0.3,0.3
692,27.115987460815045,0.3,0.3,0.3
693,27.155172413793103,0.3,0.3,0.3
694,27.19435736677116,0.3,0.3,0.3
695,27.233542319749215,0.3,0.3,0.3
696,27.272727272727273,0.3,0.3,0.3
697,27.311912225705328,0.3,0.3,0.3
698,27.351097178683386,0.3,0.3,0.3
699,27.390282131661444,0.3,0.3,0.3
700,27.429467084639498,0.3,0.3,0.3
701,27.468652037617556,0.3,0.3,0.3
702,27.50783699059561,0.3,0.3,0.3
703,27.547021943573668,0.3,0.3,0.3
704,27.586206896551722,0.3,0.3,0.3
705,27.62539184952978,0.3,0.3,0.3
706,27.66457680250784,0.3,0.3,0.3
707,27.703761755485893,0.3,0.3,0.3
708,27.74294670846395,0.3,0.3,0.3
709,27.782131661442005,0.3,0.3,0.3
710,27.821316614420063,0.3,0.3,0.3
711,27.86050156739812,0.3,0.3,0.3
712,27.899686520376175,0.3,0.3,0.3
713,27.938871473354233,0.3,0.3,0.3
714,27.978056426332287,0.3,0.3,0.3
715,28.017241379310345,0.3,0.3,0.3
716,28.0564263322884,0.3,0.3,0.3
717,28.095611285266457,0.3,0.3,0.3
718,28.134796238244515,0.3,0.3,0.3
719,28.17398119122257,0.3,0.3,0.3
720,28.213166144200628,0.3,0.3,0.3
721,28.252351097178682,0.3,0.3,0.3
722,28.29153605015674,0.3,0.3,0.3
723,28.330721003134798,0.3,0.3,0.3
724,28.369905956112852,0.3,0.3,0.3
725,28.40909090909091,0.3,0.3,0.3
726,28.448275862068964,0.3,0.3,0.3
727,28.487460815047022,0.3,0.3,0.3
728,28.526645768025077,0.3,0.3,0.3
729,28.565830721003135,0.3,0.3,0.3
730,28.605015673981192,0.3,0.3,0.3
731,28.644200626959247,0.3,0.3,0.3
732,28.683385579937305,0.3,0.3,0.3
733,28.72257053291536,0.3,0.3,0.3
734,28.761755485893417,0.3,0.3,0.3
735,28.800940438871475,0.3,0.3,0.3
736,28.84012539184953,0.3,0.3,0.3
737,28.879310344827587,0.3,0.3,0.3
738,28.91849529780564,0.3,0.3,0.3
739,28.9576802507837,0.3,0.3,0.3
740,28.996865203761754,0.3,0.3,0.3
741,29.03605015673981,0.3,0.3,0.3
742,29.07523510971787,0.3,0.3,0.3
743,29.114420062695924,0.3,0.3,0.3
744,29.153605015673982,0.3,0.3,0.3
745,29.192789968652036,0.3,0.3,0.3
746,29.231974921630094,0.3,0.3,0.3
747,29.271159874608152,0.3,0.3,0.3
748,29.310344827586206,0.3,0.3,0.3
749,29.349529780564264,0.3,0.3,0.3
750,29.38871473354232,0.3,0.3,0.3
751,29.427899686520377,0.3,0.3,0.3
752,29.46708463949843,0.3,0.3,0.3
753,29.50626959247649,0.3,0.3,0.3
754,29.545454545454547,0.3,0.3,0.3
755,29.5846394984326,0.3,0.3,0.3
756,29.62382445141066,0.3,0.3,0.3
757,29.663009404388713,0.3,0.3,0.3
758,29.70219435736677,0.3,0.3,0.3
759,29.74137931034483,0.3,0.3,0.3
760,29.780564263322884,0.3,0.3,0.3
761,29.81974921630094,0.3,0.3,0.3
762,29.858934169278996,0.3,0.3,0.3
763,29.898119122257054,0.3,0.3,0.3
764,29.937304075235108,0.3,0.3,0.3
