frame,time,F,A,G
120,4.702194357366771,0.3,0.3,0.3
121,4.741379310344827,0.3,0.3,0.3
122,4.780564263322884,0.3,0.3,0.3
123,4.8197492163009406,0.3,0.3,0.3
124,4.858934169278997,0.3,0.3,0.3
125,4.898119122257054,0.3,0.3,0.3
126,4.93730407523511,0.3,0.3,0.3
127,4.976489028213166,0.3,0.3,0.3
128,5.015673981191223,0.3,0.3,0.3
129,5.054858934169279,0.3,0.3,0.3
130,5.094043887147335,0.3,0.3,0.3
131,5.133228840125392,0.3,0.3,0.3
132,5.172413793103448,0.3,0.3,0.3
133,5.2115987460815045,0.3,0.3,0.3
134,5.2507836990595615,0.3,0.3,0.3
135,5.289968652037618,0.3,0.3,0.3
136,5.329153605015674,0.3,0.3,0.3
137,5.368338557993731,0.3,0.3,0.3
138,5.407523510971787,0.3,0.3,0.3
139,5.446708463949843,0.3,0.3,0.3
140,5.4858934169279,0.3,0.3,0.3
141,5.525078369905956,0.3,0.3,0.3
142,5.564263322884012,0.3,0.3,0.3
143,5.603448275862069,0.3,0.3,0.3
144,5.6426332288401255,0.3,0.3,0.3
145,5.681818181818182,0.3,0.3,0.3
146,5.721003134796239,0.3,0.3,0.3
147,5.760188087774295,0.3,0.3,0.3
148,5.799373040752351,0.3,0.3,0.3
149,5.838557993730408,0.3,0.3,0.3
150,5.877742946708464,0.3,0.3,0.3
151,5.91692789968652,0.3,0.3,0.3
152,5.956112852664577,0.3,0.3,0.3
153,5.995297805642633,0.3,0.3,0.3
154,6.0344827586206895,0.3,0.3,0.3
155,6.0736677115987465,0.3,0.3,0.3
156,6.112852664576803,0.3,0.3,0.3
157,6.152037617554859,0.3,0.3,0.3
158,6.191222570532916,0.3,0.3,0.3
159,6.230407523510972,0.3,0.3,0.3
160,6.269592476489028,0.3,0.3,0.3
161,6.308777429467084,0.3,0.3,0.3
162,6.347962382445141,0.3,0.3,0.3
163,6.387147335423197,0.3,0.3,0.3
164,6.4263322884012535,0.3,0.3,0.3
165,6.4655172413793105,0.3,0.3,0.3
166,6.504702194357367,0.3,0.3,0.3
167,6.543887147335423,0.3,0.3,0.3
168,6.58307210031348,0.3,0.3,0.3
169,6.622257053291536,0.3,0.3,0.3
170,6.661442006269592,0.3,0.3,0.3
171,6.700626959247649,0.3,0.3,0.3
172,6.739811912225705,0.3,0.3,0.3
173,6.778996865203761,0.3,0.3,0.3
174,6.818181818181818,0.3,0.3,0.3
175,6.8573667711598745,0.3,0.3,0.3
176,6.896551724137931,0.3,0.3,0.3
177,6.935736677115988,0.3,0.3,0.3
178,6.974921630094044,0.3,0.3,0.3
179,7.0141065830721,0.3,0.3,0.3
180,7.053291536050157,0.3,0.3,0.3
181,7.092476489028213,0.3,0.3,0.3
182,7.131661442006269,0.3,0.3,0.3
183,7.170846394984326,0.3,0.3,0.3
184,7.210031347962382,0.3,0.3,0.3
185,7.2492163009404385,0.3,0.3,0.3
186,7.2884012539184955,0.3,0.3,0.3
187,7.327586206896552,0.3,0.3,0.3
188,7.366771159874608,0.3,0.3,0.3
189,7.405956112852665,0.3,0.3,0.3
190,7.445141065830721,0.3,0.3,0.3
191,7.484326018808777,0.3,0.3,0.3
192,7.523510971786834,0.3,0.3,0.3
193,7.56269592476489,0.3,0.3,0.3
194,7.601880877742946,0.3,0.3,0.3
195,7.641065830721003,0.3,0.3,0.3
196,7.6802507836990594,0.3,0.3,0.3
197,7.719435736677116,0.3,0.3,0.3
198,7.758620689655173,0.3,0.3,0.3
199,7.797805642633229,0.3,0.3,0.3
200,7.836990595611285,0.3,0.3,0.3
201,7.876175548589342,0.3,0.3,0.3
202,7.915360501567398,0.3,0.3,0.3
203,7.954545454545454,0.3,0.3,0.3
204,7.993730407523511,0.3,0.3,0.3
205,8.032915360501567,0.3,0.3,0.3
206,8.072100313479623,0.3,0.3,0.3
207,8.11128526645768,0.3,0.3,0.3
208,8.150470219435737,0.3,0.3,0.3
209,8.189655172413794,0.3,0.3,0.3
210,8.22884012539185,0.3,0.3,0.3
211,8.268025078369906,0.3,0.3,0.3
212,8.307210031347962,0.3,0.3,0.3
213,8.346394984326018,0.3,0.3,0.3
214,8.385579937304076,0.3,0.3,0.3
215,8.424764890282132,0.3,0.3,0.3
216,8.463949843260188,0.3,0.3,0.3
217,8.503134796238244,0.3,0.3,0.3
218,8.5423197492163,0.3,0.3,0.3
219,8.581504702194357,0.3,0.3,0.3
220,8.620689655172415,0.3,0.3,0.3
221,8.65987460815047,0.3,0.3,0.3
222,8.699059561128527,0.3,0.3,0.3
223,8.738244514106583,0.3,0.3,0.3
224,8.77742946708464,0.3,0.3,0.3
225,8.816614420062695,0.3,0.3,0.3
226,8.855799373040753,0.3,0.3,0.3
227,8.89498432601881,0.3,0.3,0.3
228,8.934169278996865,0.3,0.3,0.3
229,8.973354231974922,0.3,0.3,0.3
230,9.012539184952978,0.3,0.3,0.3
231,9.051724137931034,0.3,0.3,0.3
232,9.090909090909092,0.3,0.3,0.3
233,9.130094043887148,0.3,0.3,0.3
234,9.169278996865204,0.3,0.3,0.3
235,9.20846394984326,0.3,0.3,0.3
236,9.247648902821316,0.3,0.3,0.3
237,9.286833855799372,0.3,0.3,0.3
238,9.32601880877743,0.3,0.3,0.3
239,9.365203761755486,0.3,0.3,0.3
240,9.404388714733543,0.3,0.3,0.3
241,9.443573667711599,0.3,0.3,0.3
242,9.482758620689655,0.3,0.3,0.3
243,9.521943573667711,0.3,0.3,0.3
244,9.561128526645769,0.3,0.3,0.3
245,9.600313479623825,0.3,0.3,0.3
246,9.639498432601881,0.3,0.3,0.3
247,9.678683385579937,0.3,0.3,0.3
248,9.717868338557993,0.3,0.3,0.3
249,9.75705329153605,0.3,0.3,0.3
250,9.796238244514107,0.3,0.3,0.3
251,9.835423197492164,0.3,0.3,0.3
252,9.87460815047022,0.3,0.3,0.3
253,9.913793103448276,0.3,0.3,0.3
254,9.952978056426332,0.3,0.3,0.3
255,9.992163009404388,0.3,0.3,0.3
256,10.031347962382446,0.3,0.8,0.5
257,10.070532915360502,0.3,0.8,0.5
258,10.109717868338558,0.3,0.8,0.5
259,10.148902821316614,0.3,0.8,0.5
260,10.18808777429467,0.3,0.8,0.5
261,10.227272727272727,0.3,0.8,0.5
262,10.266457680250785,0.3,0.8,0.5
263,10.30564263322884,0.3,0.8,0.5
264,10.344827586206897,0.3,0.8,0.5
265,10.384012539184953,0.3,0.8,0.5
266,10.423197492163009,0.3,0.8,0.5
267,10.462382445141065,0.3,0.8,0.5
268,10.501567398119123,0.3,0.8,0.5
269,10.54075235109718,0.3,0.8,0.5
270,10.579937304075235,0.3,0.8,0.5
271,10.619122257053291,0.3,0.8,0.5
272,10.658307210031348,0.3,0.8,0.5
273,10.697492163009404,0.3,0.8,0.5
274,10.736677115987462,0.3,0.8,0.5
275,10.775862068965518,0.3,0.8,0.5
276,10.815047021943574,0.3,0.8,0.5
277,10.85423197492163,0.3,0.8,0.5
278,10.893416927899686,0.3,0.8,0.5
279,10.932601880877742,0.3,0.8,0.5
280,10.9717868338558,0.3,0.8,0.5
281,11.010971786833856,0.3,0.8,0.5
282,11.050156739811912,0.3,0.8,0.5
283,11.089341692789969,0.3,0.8,0.5
284,11.128526645768025,0.3,0.8,0.5
285,11.16771159874608,0.3,0.8,0.5
286,11.206896551724139,0.3,0.8,0.5
287,11.246081504702195,0.3,0.8,0.5
288,11.285266457680251,0.3,0.8,0.5
289,11.324451410658307,0.3,0.8,0.5
290,11.363636363636363,0.3,0.8,0.5
291,11.40282131661442,0.3,0.8,0.5
292,11.442006269592477,0.3,0.8,0.5
293,11.481191222570533,0.3,0.8,0.5
294,11.52037617554859,0.3,0.8,0.5
295,11.559561128526646,0.3,0.8,0.5
296,11.598746081504702,0.3,0.8,0.5
297,11.637931034482758,0.3,0.8,0.5
298,11.677115987460816,0.3,0.8,0.5
299,11.716300940438872,0.3,0.8,0.5
300,11.755485893416928,0.3,0.8,0.5
301,11.794670846394984,0.3,0.8,0.5
302,11.83385579937304,0.3,0.8,0.5
303,11.873040752351097,0.3,0.8,0.5
304,11.912225705329154,0.3,0.8,0.5
305,11.95141065830721,0.3,0.8,0.5
306,11.990595611285267,0.3,0.8,0.5
307,12.029780564263323,0.3,0.8,0.5
308,12.068965517241379,0.3,0.8,0.5
309,12.108150470219435,0.3,0.8,0.5
310,12.147335423197493,0.3,0.8,0.5
311,12.18652037617555,0.3,0.8,0.5
312,12.225705329153605,0.3,0.8,0.5
313,12.264890282131661,0.3,0.8,0.5
314,12.304075235109718,0.3,0.8,0.5
315,12.343260188087774,0.3,0.8,0.5
316,12.382445141065832,0.3,0.8,0.5
317,12.421630094043888,0.3,0.8,0.5
318,12.460815047021944,0.3,0.8,0.5
319,12.5,0.3,0.8,0.5
320,12.539184952978056,0.3,0.8,0.5
321,12.578369905956112,0.3,0.8,0.5
322,12.617554858934168,0.3,0.8,0.5
323,12.656739811912226,0.3,0.8,0.5
324,12.695924764890282,0.3,0.8,0.5
325,12.735109717868339,0.3,0.8,0.5
326,12.774294670846395,0.3,0.8,0.5
327,12.81347962382445,0.3,0.8,0.5
328,12.852664576802507,0.3,0.8,0.5
329,12.891849529780565,0.3,0.8,0.5
330,12.931034482758621,0.3,0.8,0.5
331,12.970219435736677,0.3,0.8,0.5
332,13.009404388714733,0.3,0.8,0.5
333,13.04858934169279,0.3,0.8,0.5
334,13.087774294670846,0.3,0.8,0.5
335,13.126959247648903,0.3,0.8,0.5
336,13.16614420062696,0.3,0.8,0.5
337,13.205329153605016,0.3,0.8,0.5
338,13.244514106583072,0.3,0.8,0.5
339,13.283699059561128,0.3,0.8,0.5
340,13.322884012539184,0.3,0.8,0.5
341,13.362068965517242,0.3,0.8,0.5
342,13.401253918495298,0.3,0.8,0.5
343,13.440438871473354,0.3,0.8,0.5
344,13.47962382445141,0.3,0.8,0.5
345,13.518808777429467,0.3,0.8,0.5
346,13.557993730407523,0.3,0.8,0.5
347,13.59717868338558,0.3,0.8,0.5
348,13.636363636363637,0.3,0.8,0.5
349,13.675548589341693,0.3,0.8,0.5
350,13.714733542319749,0.3,0.8,0.5
351,13.753918495297805,0.3,0.8,0.5
352,13.793103448275861,0.3,0.8,0.5
353,13.83228840125392,0.3,0.8,0.5
354,13.871473354231975,0.3,0.8,0.5
355,13.910658307210031,0.3,0.8,0.5
356,13.949843260188088,0.3,0.8,0.5
357,13.989028213166144,0.3,0.8,0.5
358,14.0282131661442,0.3,0.8,0.5
359,14.067398119122258,0.3,0.8,0.5
360,14.106583072100314,0.3,0.8,0.5
361,14.14576802507837,0.3,0.8,0.5
362,14.184952978056426,0.3,0.8,0.5
363,14.224137931034482,0.3,0.8,0.5
364,14.263322884012538,0.3,0.8,0.5
365,14.302507836990596,0.3,0.8,0.5
366,14.341692789968652,0.3,0.8,0.5
367,14.380877742946709,0.3,0.8,0.5
368,14.420062695924765,0.3,0.8,0.5
369,14.45924764890282,0.3,0.8,0.5
370,14.498432601880877,0.3,0.8,0.5
371,14.537617554858935,0.3,0.8,0.5
372,14.576802507836991,0.3,0.8,0.5
373,14.615987460815047,0.3,0.8,0.5
374,14.655172413793103,0.3,0.8,0.5
375,14.69435736677116,0.3,0.8,0.5
376,14.733542319749215,0.3,0.8,0.5
377,14.772727272727273,0.3,0.8,0.5
378,14.81191222570533,0.3,0.8,0.5
379,14.851097178683386,0.3,0.8,0.5
380,14.890282131661442,0.3,0.8,0.5
381,14.929467084639498,0.3,0.8,0.5
382,14.968652037617554,0.3,0.8,0.5
383,15.007836990595612,0.3,0.8,0.8
384,15.047021943573668,0.3,0.8,0.8
385,15.086206896551724,0.3,0.8,0.8
386,15.12539184952978,0.3,0.8,0.8
387,15.164576802507836,0.3,0.8,0.8
388,15.203761755485893,0.3,0.8,0.8
389,15.24294670846395,0.3,0.8,0.8
390,15.282131661442007,0.3,0.8,0.8
391,15.321316614420063,0.3,0.8,0.8
392,15.360501567398119,0.3,0.8,0.8
393,15.399686520376175,0.3,0.8,0.8
394,15.438871473354231,0.3,0.8,0.8
395,15.478056426332289,0.3,0.8,0.8
396,15.517241379310345,0.3,0.8,0.8
397,15.556426332288401,0.3,0.8,0.8
398,15.595611285266457,0.3,0.8,0.8
399,15.634796238244514,0.3,0.8,0.8
400,15.67398119122257,0.3,0.8,0.8
401,15.713166144200628,0.3,0.8,0.8
402,15.752351097178684,0.3,0.8,0.8
403,15.79153605015674,0.3,0.8,0.8
404,15.830721003134796,0.3,0.8,0.8
405,15.869905956112852,0.3,0.8,0.8
406,15.909090909090908,0.3,0.8,0.8
407,15.948275862068966,0.3,0.8,0.8
408,15.987460815047022,0.3,0.8,0.8
409,16.026645768025077,0.3,0.8,0.8
410,16.065830721003135,0.3,0.8,0.8
411,16.105015673981192,0.3,0.8,0.8
412,16.144200626959247,0.3,0.8,0.8
413,16.183385579937305,0.3,0.8,0.8
414,16.22257053291536,0.3,0.8,0.8
415,16.261755485893417,0.3,0.8,0.8
416,16.300940438871475,0.3,0.8,0.8
417,16.34012539184953,0.3,0.8,0.8
418,16.379310344827587,0.3,0.8,0.8
419,16.41849529780564,0.3,0.8,0.8
420,16.4576802507837,0.3,0.8,0.8
421,16.496865203761754,0.3,0.8,0.8
422,16.53605015673981,0.3,0.8,0.8
423,16.57523510971787,0.3,0.8,0.8
424,16.614420062695924,0.3,0.8,0.8
425,16.653605015673982,0.3,0.8,0.8
426,16.692789968652036,0.3,0.8,0.8
427,16.731974921630094,0.3,0.8,0.8
428,16.771159874608152,0.3,0.8,0.8
429,16.810344827586206,0.3,0.8,0.8
430,16.849529780564264,0.3,0.8,0.8
431,16.88871473354232,0.3,0.8,0.8
432,16.927899686520377,0.3,0.8,0.8
433,16.96708463949843,0.3,0.8,0.8
434,17.00626959247649,0.3,0.8,0.8
435,17.045454545454547,0.3,0.8,0.8
436,17.0846394984326,0.3,0.8,0.8
437,17.12382445141066,0.3,0.8,0.8
438,17.163009404388713,0.3,0.8,0.8
439,17.20219435736677,0.3,0.8,0.8
440,17.24137931034483,0.3,0.8,0.8
441,17.280564263322884,0.3,0.8,0.8
442,17.31974921630094,0.3,0.8,0.8
443,17.358934169278996,0.3,0.8,0.8
444,17.398119122257054,0.3,0.8,0.8
445,17.437304075235108,0.3,0.8,0.8
446,17.476489028213166,0.3,0.8,0.8
447,17.515673981191224,0.3,0.8,0.8
448,17.55485893416928,0.3,0.8,0.8
449,17.594043887147336,0.3,0.8,0.8
450,17.63322884012539,0.3,0.8,0.8
451,17.67241379310345,0.3,0.8,0.8
452,17.711598746081506,0.3,0.8,0.8
453,17.75078369905956,0.3,0.8,0.8
454,17.78996865203762,0.3,0.8,0.8
455,17.829153605015673,0.3,0.8,0.8
456,17.86833855799373,0.3,0.8,0.8
457,17.907523510971785,0.3,0.8,0.8
458,17.946708463949843,0.3,0.8,0.8
459,17.9858934169279,0.3,0.8,0.8
460,18.025078369905955,0.3,0.8,0.8
461,18.064263322884013,0.3,0.8,0.8
462,18.103448275862068,0.3,0.8,0.8
463,18.142633228840126,0.3,0.8,0.8
464,18.181818181818183,0.3,0.8,0.8
465,18.221003134796238,0.3,0.8,0.8
466,18.260188087774296,0.3,0.8,0.8
467,18.29937304075235,0.3,0.8,0.8
468,18.338557993730408,0.3,0.8,0.8
469,18.377742946708462,0.3,0.8,0.8
470,18.41692789968652,0.3,0.8,0.8
471,18.456112852664578,0.3,0.8,0.8
472,18.495297805642632,0.3,0.8,0.8
473,18.53448275862069,0.3,0.8,0.8
474,18.573667711598745,0.3,0.8,0.8
475,18.612852664576803,0.3,0.8,0.8
476,18.65203761755486,0.3,0.8,0.8
477,18.691222570532915,0.3,0.8,0.8
478,18.730407523510973,0.3,0.8,0.8
479,18.769592476489027,0.3,0.8,0.8
480,18.808777429467085,0.3,0.8,0.8
481,18.84796238244514,0.3,0.8,0.8
482,18.887147335423197,0.3,0.8,0.8
483,18.926332288401255,0.3,0.8,0.8
484,18.96551724137931,0.3,0.8,0.8
485,19.004702194357368,0.3,0.8,0.8
486,19.043887147335422,0.3,0.8,0.8
487,19.08307210031348,0.3,0.8,0.8
488,19.122257053291538,0.3,0.8,0.8
489,19.161442006269592,0.3,0.8,0.8
490,19.20062695924765,0.3,0.8,0.8
491,19.239811912225704,0.3,0.8,0.8
492,19.278996865203762,0.3,0.8,0.8
493,19.318181818181817,0.3,0.8,0.8
494,19.357366771159874,0.3,0.8,0.8
495,19.396551724137932,0.3,0.8,0.8
496,19.435736677115987,0.3,0.8,0.8
497,19.474921630094045,0.3,0.8,0.8
498,19.5141065830721,0.3,0.8,0.8
499,19.553291536050157,0.3,0.8,0.8
500,19.592476489028215,0.3,0.8,0.8
501,19.63166144200627,0.3,0.8,0.8
502,19.670846394984327,0.3,0.8,0.8
503,19.71003134796238,0.3,0.8,0.8
504,19.74921630094044,0.3,0.8,0.8
505,19.788401253918494,0.3,0.8,0.8
506,19.82758620689655,0.3,0.8,0.8
507,19.86677115987461,0.3,0.8,0.8
508,19.905956112852664,0.3,0.8,0.8
509,19.94514106583072,0.3,0.8,0.8
510,19.984326018808776,0.3,0.8,0.8
511,20.023510971786834,0.3,0.3,0.5
512,20.062695924764892,0.3,0.3,0.5
513,20.101880877742946,0.3,0.3,0.5
514,20.141065830721004,0.3,0.3,0.5
515,20.18025078369906,0.3,0.3,0.5
516,20.219435736677116,0.3,0.3,0.5
517,20.25862068965517,0.3,0.3,0.5
518,20.29780564263323,0.3,0.3,0.5
519,20.336990595611287,0.3,0.3,0.5
520,20.37617554858934,0.3,0.3,0.5
521,20.4153605015674,0.3,0.3,0.5
522,20.454545454545453,0.3,0.3,0.5
523,20.49373040752351,0.3,0.3,0.5
524,20.53291536050157,0.3,0.3,0.5
525,20.572100313479623,0.3,0.3,0.5
526,20.61128526645768,0.3,0.3,0.5
527,20.650470219435736,0.3,0.3,0.5
528,20.689655172413794,0.3,0.3,0.5
529,20.728840125391848,0.3,0.3,0.5
530,20.768025078369906,0.3,0.3,0.5
531,20.807210031347964,0.3,0.3,0.5
532,20.846394984326018,0.3,0.3,0.5
533,20.885579937304076,0.3,0.3,0.5
534,20.92476489028213,0.3,0.3,0.5
535,20.96394984326019,0.3,0.3,0.5
536,21.003134796238246,0.3,0.3,0.5
537,21.0423197492163,0.3,0.3,0.5
538,21.08150470219436,0.3,0.3,0.5
539,21.120689655172413,0.3,0.3,0.5
540,21.15987460815047,0.3,0.3,0.5
541,21.199059561128525,0.3,0.3,0.5
542,21.238244514106583,0.3,0.3,0.5
543,21.27742946708464,0.3,0.3,0.5
544,21.316614420062695,0.3,0.3,0.5
545,21.355799373040753,0.3,0.3,0.5
546,21.394984326018808,0.3,0.3,0.5
547,21.434169278996865,0.3,0.3,0.5
548,21.473354231974923,0.3,0.3,0.5
549,21.512539184952978,0.3,0.3,0.5
550,21.551724137931036,0.3,0.3,0.5
551,21.59090909090909,0.3,0.3,0.5
552,21.630094043887148,0.3,0.3,0.5
553,21.669278996865202,0.3,0.3,0.5
554,21.70846394984326,0.3,0.3,0.5
555,21.747648902821318,0.3,0.3,0.5
556,21.786833855799372,0.3,0.3,0.5
557,21.82601880877743,0.3,0.3,0.5
558,21.865203761755485,0.3,0.3,0.5
559,21.904388714733543,0.3,0.3,0.5
560,21.9435736677116,0.3,0.3,0.5
561,21.982758620689655,0.3,0.3,0.5
562,22.021943573667713,0.3,0.3,0.5
563,22.061128526645767,0.3,0.3,0.5
564,22.100313479623825,0.3,0.3,0.5
565,22.13949843260188,0.3,0.3,0.5
566,22.178683385579937,0.3,0.3,0.5
567,22.217868338557995,0.3,0.3,0.5
568,22.25705329153605,0.3,0.3,0.5
569,22.296238244514107,0.3,0.3,0.5
570,22.33542319749216,0.3,0.3,0.5
571,22.37460815047022,0.3,0.3,0.5
572,22.413793103448278,0.3,0.3,0.5
573,22.452978056426332,0.3,0.3,0.5
574,22.49216300940439,0.3,0.3,0.5
575,22.531347962382444,0.3,0.3,0.5
576,22.570532915360502,0.3,0.3,0.5
577,22.609717868338556,0.3,0.3,0.5
578,22.648902821316614,0.3,0.3,0.5
579,22.688087774294672,0.3,0.3,0.5
580,22.727272727272727,0.3,0.3,0.5
581,22.766457680250785,0.3,0.3,0.5
582,22.80564263322884,0.3,0.3,0.5
583,22.844827586206897,0.3,0.3,0.5
584,22.884012539184955,0.3,0.3,0.5
585,22.92319749216301,0.3,0.3,0.5
586,22.962382445141067,0.3,0.3,0.5
587,23.00156739811912,0.3,0.3,0.5
588,23.04075235109718,0.3,0.3,0.5
589,23.079937304075234,0.3,0.3,0.5
590,23.11912225705329,0.3,0.3,0.5
591,23.15830721003135,0.3,0.3,0.5
592,23.197492163009404,0.3,0.3,0.5
593,23.23667711598746,0.3,0.3,0.5
594,23.275862068965516,0.3,0.3,0.5
595,23.315047021943574,0.3,0.3,0.5
596,23.354231974921632,0.3,0.3,0.5
597,23.393416927899686,0.3,0.3,0.5
598,23.432601880877744,0.3,0.3,0.5
599,23.4717868338558,0.3,0.3,0.5
600,23.510971786833856,0.3,0.3,0.5
601,23.55015673981191,0.3,0.3,0.5
602,23.58934169278997,0.3,0.3,0.5
603,23.628526645768027,0.3,0.3,0.5
604,23.66771159874608,0.3,0.3,0.5
605,23.70689655172414,0.3,0.3,0.5
606,23.746081504702193,0.3,0.3,0.5
607,23.78526645768025,0.3,0.3,0.5
608,23.82445141065831,0.3,0.3,0.5
609,23.863636363636363,0.3,0.3,0.5
610,23.90282131661442,0.3,0.3,0.5
611,23.942006269592476,0.3,0.3,0.5
612,23.981191222570533,0.3,0.3,0.5
613,24.020376175548588,0.3,0.3,0.5
614,24.059561128526646,0.3,0.3,0.5
615,24.098746081504704,0.3,0.3,0.5
616,24.137931034482758,0.3,0.3,0.5
617,24.177115987460816,0.3,0.3,0.5
618,24.21630094043887,0.3,0.3,0.5
619,24.255485893416928,0.3,0.3,0.5
620,24.294670846394986,0.3,0.3,0.5
621,24.33385579937304,0.3,0.3,0.5
622,24.3730407523511,0.3,0.3,0.5
623,24.412225705329153,0.3,0.3,0.5
624,24.45141065830721,0.3,0.3,0.5
625,24.490595611285265,0.3,0.3,0.5
626,24.529780564263323,0.3,0.3,0.5
627,24.56896551724138,0.3,0.3,0.5
628,24.608150470219435,0.3,0.3,0.5
629,24.647335423197493,0.3,0.3,0.5
630,24.686520376175547,0.3,0.3,0.5
