observation_index,frame_id,source_time,car_id,normalized_text,ocr_confidence,F_accept,A_accept,G_accept
139,482,18.887147335423197,64,SOS-197,0.7997050285339355,True,False,False
140,483,18.926332288401255,64,SDS-197,0.943623960018158,True,True,True
141,484,18.96551724137931,64,SDS-197,0.9212485551834106,True,True,True
142,485,19.004702194357368,64,SDS-197,0.9754703640937805,True,True,True
143,486,19.043887147335422,64,SDS-197,0.9709790945053101,True,True,True
144,487,19.08307210031348,64,SDS-197,0.9835564494132996,True,True,True
145,488,19.122257053291538,64,SDS-197,0.9459033012390137,True,True,True
146,489,19.161442006269592,64,SDS-197,0.9872376322746277,True,True,True
147,490,19.20062695924765,64,SDS-197,0.9442435503005981,True,True,True
148,491,19.239811912225704,64,SDS-197,0.9186621904373169,True,True,True
149,492,19.278996865203762,64,SDS-197,0.9064608812332153,True,True,True
150,493,19.318181818181817,64,SDS-197,0.8380881547927856,True,True,True
151,493,19.318181818181817,73,,0.8145712018013,False,False,False
152,494,19.357366771159874,64,SDS-197,0.8923488855361938,True,True,True
153,500,19.592476489028215,77,,0.9153017997741699,False,False,False
154,501,19.63166144200627,77,SDS-197,0.93305903673172,True,True,True
155,502,19.670846394984327,77,SDS-197,0.8953151106834412,True,True,True
156,503,19.71003134796238,77,SDS-197,0.9843774437904358,True,True,True
157,504,19.74921630094044,77,SOS-197,0.9856224060058594,True,True,True
158,505,19.788401253918494,78,SDS-197,0.9262223243713379,True,True,True
159,509,19.94514106583072,78,SDS-197,0.9310318827629089,True,True,True
160,510,19.984326018808776,74,SDS-197,0.8104000687599182,True,True,True
161,510,19.984326018808776,74,,0.5981034636497498,False,False,False
162,511,20.023510971786834,74,,0.5785844922065735,False,False,False
163,512,20.062695924764892,74,AIEY-881,0.9023032188415527,True,True,True
164,513,20.101880877742946,74,AIEY-881,0.9603147506713867,True,True,True
165,514,20.141065830721004,74,AIEY-881,0.8990373611450195,True,True,True
166,515,20.18025078369906,74,AIEY-881,0.9481536746025085,True,True,True
167,516,20.219435736677116,74,AIEY-881,0.9910382032394409,True,True,True
168,517,20.25862068965517,74,AIEY-881,0.9892574548721313,True,True,True
169,518,20.29780564263323,74,,0.7339268326759338,False,False,False
170,521,20.4153605015674,82,AIEY-881,0.9682497978210449,True,True,True
171,522,20.454545454545453,82,AIEY-881,0.8822131156921387,True,True,True
172,522,20.454545454545453,71,,0.6463979482650757,False,False,False
173,523,20.49373040752351,82,AIEY-881,0.9291858673095703,True,True,True
174,524,20.53291536050157,82,AIEY-881,0.9834787845611572,True,True,True
175,525,20.572100313479623,82,AIEY-821,0.831190288066864,True,True,True
176,525,20.572100313479623,71,,0.4869008958339691,False,False,False
177,542,21.238244514106583,71,,0.6724022626876831,False,False,False
178,547,21.434169278996865,71,,0.6002944111824036,False,False,False
179,548,21.473354231974923,84,,0.5235158205032349,False,False,False
180,549,21.512539184952978,84,KIX-774,0.8458901047706604,True,True,True
181,550,21.551724137931036,84,KIX-724,0.731155514717102,True,True,True
182,551,21.59090909090909,84,,0.874569833278656,False,False,False
183,552,21.630094043887148,84,KTM-724,0.8822430968284607,True,True,True
184,553,21.669278996865202,84,KTM-724,0.8755611181259155,True,True,True
185,554,21.70846394984326,84,KTM-724,0.881709635257721,True,True,True
186,555,21.747648902821318,84,KTM-724,0.9621716737747192,True,True,True
187,556,21.786833855799372,84,KTM-724,0.9202471375465393,True,True,True
188,557,21.82601880877743,84,KTM-724,0.8954763412475586,True,True,True
189,558,21.865203761755485,84,KTM-724,0.8701937794685364,True,True,True
190,559,21.904388714733543,84,KTM-724,0.9880776405334473,True,True,True
191,560,21.9435736677116,84,KTM-724,0.8912273049354553,True,True,True
192,561,21.982758620689655,84,KTM-724,0.9351851344108582,True,True,True
193,562,22.021943573667713,84,KTM-724,0.9902051091194153,True,True,True
194,562,22.021943573667713,84,,0.4800151586532593,False,False,False
195,564,22.100313479623825,48,,0.5244919657707214,False,False,False
196,565,22.13949843260188,96,,0.623011589050293,False,False,False
197,566,22.178683385579937,84,,0.8728899955749512,False,False,False
198,566,22.178683385579937,96,,0.5462067723274231,False,False,False
199,567,22.217868338557995,84,KTL-720,0.8190188407897949,True,True,True
200,567,22.217868338557995,96,,0.5321727395057678,False,False,False
201,568,22.25705329153605,84,RTM-724,0.8300575017929077,True,True,True
202,568,22.25705329153605,96,,0.5905286073684692,False,False,False
203,569,22.296238244514107,84,,0.8421308398246765,False,False,False
204,569,22.296238244514107,96,,0.49735283851623535,False,False,False
205,570,22.33542319749216,84,KTM-324,0.9001265168190002,True,True,True
206,570,22.33542319749216,96,,0.5442489385604858,False,False,False
207,571,22.37460815047022,84,KTM-724,0.9355777502059937,True,True,True
208,571,22.37460815047022,96,,0.5637934803962708,False,False,False
209,572,22.413793103448278,84,KTM-724,0.9447252154350281,True,True,True
210,572,22.413793103448278,96,,0.5132078528404236,False,False,False
211,573,22.452978056426332,84,KTM-724,0.9391088485717773,True,True,True
212,574,22.49216300940439,48,HRH-657,0.5547686219215393,True,True,True
213,575,22.531347962382444,48,,0.6488536596298218,False,False,False
214,576,22.570532915360502,48,,0.646769642829895,False,False,False
215,579,22.688087774294672,48,,0.546400249004364,False,False,False
216,582,22.80564263322884,48,MHMH-357,0.5720967054367065,True,True,True
217,583,22.844827586206897,48,,0.5307210087776184,False,False,False
218,584,22.884012539184955,97,HMH-657,0.6089529395103455,True,True,True
219,585,22.92319749216301,97,,0.622795820236206,False,False,False
220,586,22.962382445141067,97,,0.9285305738449097,False,False,False
221,587,23.00156739811912,97,,0.8004536628723145,False,False,False
222,588,23.04075235109718,97,,0.884696364402771,False,False,False
223,589,23.079937304075234,97,,0.7112899422645569,False,False,False
224,592,23.197492163009404,97,,0.7285658121109009,False,False,False
225,593,23.23667711598746,97,MOK-368,0.7046536803245544,True,True,True
226,594,23.275862068965516,97,MOK-356,0.7840176224708557,True,True,True
227,595,23.315047021943574,97,,0.9901572465896606,False,False,False
228,596,23.354231974921632,97,,0.8979202508926392,False,False,False
229,597,23.393416927899686,97,,0.9308211207389832,False,False,False
230,598,23.432601880877744,97,,0.9785692691802979,False,False,False
231,598,23.432601880877744,97,,0.5881844162940979,False,False,False
232,599,23.4717868338558,97,,0.9191171526908875,False,False,False
233,600,23.510971786833856,97,,0.9329211711883545,False,False,False
234,600,23.510971786833856,48,RHH-757,0.9488986134529114,True,True,True
235,601,23.55015673981191,97,,0.8920890688896179,False,False,False
236,601,23.55015673981191,48,RHH-757,0.9351617693901062,True,True,True
237,602,23.58934169278997,48,RHH-797,0.9350162148475647,True,True,True
238,603,23.628526645768027,97,,0.8606035113334656,False,False,False
239,603,23.628526645768027,48,,0.9462215304374695,False,False,False
240,604,23.66771159874608,97,,0.8261964917182922,False,False,False
241,604,23.66771159874608,48,,0.830395519733429,False,False,False
242,605,23.70689655172414,97,,0.8124616146087646,False,False,False
243,605,23.70689655172414,48,,0.8262982368469238,False,False,False
244,606,23.746081504702193,48,,0.9390206336975098,False,False,False
245,606,23.746081504702193,97,,0.7241598963737488,False,False,False
246,607,23.78526645768025,48,RHH-757,0.7088677287101746,True,True,True
247,608,23.82445141065831,48,,0.8892181515693665,False,False,False
248,609,23.863636363636363,48,,0.7702177166938782,False,False,False
249,609,23.863636363636363,97,,0.7182791829109192,False,False,False
250,610,23.90282131661442,97,,0.8847141861915588,False,False,False
251,611,23.942006269592476,97,,0.9682908654212952,False,False,False
252,612,23.981191222570533,97,,0.9493331909179688,False,False,False
253,613,24.020376175548588,97,,0.9935042262077332,False,False,False
254,614,24.059561128526646,97,KDK-366,0.8862472176551819,True,True,True
255,615,24.098746081504704,97,,0.9021291732788086,False,False,False
256,616,24.137931034482758,97,,0.9471732974052429,False,False,False
257,617,24.177115987460816,97,,0.7869560718536377,False,False,False
258,630,24.686520376175547,99,,0.6704525947570801,False,False,False
259,633,24.804075235109718,102,KGU-710,0.9404970407485962,True,True,True
260,634,24.843260188087775,102,KGU-710,0.9618254899978638,True,True,True
261,635,24.88244514106583,102,,0.821160614490509,False,False,False
262,636,24.921630094043888,102,KGU-710,0.9175536036491394,True,True,True
263,637,24.960815047021942,102,KGU-710,0.8505116701126099,True,True,True
264,638,25.0,102,KGU-710,0.9564357995986938,True,True,True
265,640,25.078369905956112,102,KGU-710,0.9557347893714905,True,True,True
266,641,25.11755485893417,102,KGU-710,0.988355815410614,True,True,True
267,642,25.156739811912225,102,KGU-710,0.8937877416610718,True,True,True
268,643,25.195924764890282,102,KGU-710,0.8929997682571411,True,True,True
269,644,25.235109717868337,102,KGU-710,0.8230142593383789,True,True,True
270,645,25.274294670846395,102,KGU-710,0.9617224335670471,True,True,True
271,646,25.313479623824453,102,KGU-710,0.8834425806999207,True,True,True
272,650,25.470219435736677,102,,0.7757014632225037,False,False,False
273,651,25.509404388714735,102,KGU-710,0.8901032209396362,True,True,True
274,652,25.54858934169279,102,KGU-710,0.8871200680732727,True,True,True
275,653,25.587774294670847,102,KGU-710,0.9826043844223022,True,True,True
276,654,25.6269592476489,102,KGU-710,0.9857445955276489,True,True,True
277,655,25.66614420062696,102,KGU-710,0.9928968548774719,True,True,True
278,656,25.705329153605014,102,KGU-710,0.9789236783981323,True,True,True
279,657,25.744514106583072,102,KGU-710,0.9667235612869263,True,True,True
280,658,25.78369905956113,102,KGU-710,0.9591816663742065,True,True,True
281,681,26.684952978056426,110,AEM-661,0.5686138868331909,True,True,True
282,682,26.724137931034484,110,AEM-653,0.952602744102478,True,True,True
283,683,26.76332288401254,110,AEM-663,0.8979833722114563,True,True,True
284,684,26.802507836990596,110,,0.8316018581390381,False,False,False
285,685,26.84169278996865,110,AEM-653,0.9229015111923218,True,True,True
286,686,26.88087774294671,110,AEM-653,0.9057587385177612,True,True,True
287,687,26.920062695924766,110,AELM-653,0.8560499548912048,True,True,True
288,688,26.95924764890282,110,AELM-653,0.90496826171875,True,True,True
289,689,26.99843260188088,110,AELM-653,0.8874877691268921,True,True,True
290,690,27.037617554858933,110,AEM-653,0.8680033087730408,True,True,True
291,691,27.07680250783699,110,AELM-653,0.9099819660186768,True,True,True
292,692,27.115987460815045,110,AELM-653,0.9557589888572693,True,True,True
293,692,27.115987460815045,110,,0.8915005922317505,False,False,False
294,697,27.311912225705328,113,,0.8435688018798828,False,False,False
295,698,27.351097178683386,113,AELM-653,0.9447885751724243,True,True,True
296,699,27.390282131661444,113,AELM-653,0.9772307872772217,True,True,True
297,700,27.429467084639498,113,AELM-653,0.9135063290596008,True,True,True
298,701,27.468652037617556,113,,0.9095517992973328,False,False,False
299,702,27.50783699059561,113,AELM-653,0.8802469372749329,True,True,True
300,703,27.547021943573668,113,,0.9539793133735657,False,False,False
301,727,28.487460815047022,116,PLE-072,0.8205138444900513,True,True,True
302,728,28.526645768025077,116,HLE-072,0.8684073090553284,True,True,True
303,729,28.565830721003135,116,HLE-072,0.8291285634040833,True,True,True
304,730,28.605015673981192,116,HLE-072,0.8764777779579163,True,True,True
305,731,28.644200626959247,116,HLE-072,0.9343506693840027,True,True,True
306,732,28.683385579937305,116,HLE-072,0.9812780022621155,True,True,True
307,733,28.72257053291536,116,HLE-072,0.8722761273384094,True,True,True
308,734,28.761755485893417,116,HLE-072,0.9069219827651978,True,True,True
309,735,28.800940438871475,116,HLE-072,0.9184166789054871,True,True,True
310,736,28.84012539184953,116,HLE-072,0.8938475251197815,True,True,True
311,737,28.879310344827587,116,HLE-072,0.8509154319763184,True,True,True
312,740,28.996865203761754,116,,0.6374908685684204,False,False,False
313,741,29.03605015673981,116,HLE-072,0.9222851991653442,True,True,True
314,742,29.07523510971787,116,HLE-072,0.9137048125267029,True,True,True
315,743,29.114420062695924,116,HLE-072,0.8130485415458679,True,True,True
316,744,29.153605015673982,116,HLE-072,0.944248378276825,True,True,True
317,745,29.192789968652036,116,HLE-072,0.829306960105896,True,True,True
318,746,29.231974921630094,116,HLE-072,0.8369207382202148,True,True,True
