block_index,condition,controller,D,tau_D,env_trigger,trigger,current_mean_U_proposal,U_max,state_before,raw_candidate,raw_objective,projected_candidate,projection_active,raw_weighted_norm,state_after,committed_update_norm,decision,rollback,fail_safe,gate_accepted,gate_candidate_U,gate_current_U,gate_p95_ms,gate_semantic_mismatches
12,clean,B3,0.8372990767666462,1.7733452889742856,0,0,0.0060940255731922405,0.1386722785857638,rsplit=1.226774;wprior=2.000000;gblock=0.003347,rsplit=1.226774;wprior=2.000000;gblock=0.003347,,rsplit=1.226774;wprior=2.000000;gblock=0.003347,0,0.0,rsplit=1.226774;wprior=2.000000;gblock=0.003347,0.0,hold,0,0,,,,,
12,clean,B3-I,0.8372990767666462,1.7733452889742856,0,0,0.0060940255731922405,0.1386722785857638,rsplit=1.200000;wprior=2.000000;gblock=0.000000,rsplit=1.200000;wprior=2.000000;gblock=0.000000,,rsplit=1.200000;wprior=2.000000;gblock=0.000000,0,0.0,rsplit=1.200000;wprior=2.000000;gblock=0.000000,0.0,hold,0,0,,,,,
12,clean,B3-R0,0.8372990767666462,1.7733452889742856,0,0,0.0060940255731922405,0.1386722785857638,rsplit=1.226774;wprior=2.000000;gblock=0.003347,rsplit=1.226774;wprior=2.000000;gblock=0.003347,,rsplit=1.226774;wprior=2.000000;gblock=0.003347,0,0.0,rsplit=1.226774;wprior=2.000000;gblock=0.003347,0.0,hold,0,0,,,,,
13,broken,B0,1.0879771594934764,1.7733452889742856,0,0,0.1210877585249705,0.1386722785857638,rsplit=1.600000;wprior=2.000000;gblock=0.050000,rsplit=1.600000;wprior=2.000000;gblock=0.050000,,rsplit=1.600000;wprior=2.000000;gblock=0.050000,0,0.0,rsplit=1.600000;wprior=2.000000;gblock=0.050000,0.0,hold,0,0,,,,,
13,broken,B1,1.0879771594934764,1.7733452889742856,0,1,0.11764860508581705,0.1386722785857638,rsplit=1.200000;wprior=2.000000;gblock=0.000000,rsplit=1.600000;wprior=2.000000;gblock=0.000000,0.11764860508581705,rsplit=1.600000;wprior=2.000000;gblock=0.000000,0,0.0,rsplit=1.600000;wprior=2.000000;gblock=0.000000,4.195235392680607,commit_raw,0,0,,,,,
13,broken,B2,1.0879771594934764,1.7733452889742856,0,1,0.1210877585249705,0.1386722785857638,rsplit=1.226774;wprior=2.000000;gblock=0.003347,rsplit=1.600000;wprior=2.000000;gblock=0.000000,0.11764860508581705,rsplit=1.600000;wprior=2.000000;gblock=0.000000,0,3.9415366328456485,rsplit=1.600000;wprior=2.000000;gblock=0.000000,3.9415366328456485,commit_bounded,0,0,,,,,
13,broken,B3,1.0879771594934764,1.7733452889742856,0,1,0.1210877585249705,0.1386722785857638,rsplit=1.226774;wprior=2.000000;gblock=0.003347,rsplit=1.600000;wprior=2.000000;gblock=0.000000,0.11764860508581705,rsplit=1.600000;wprior=2.000000;gblock=0.000000,0,3.9415366328456485,rsplit=1.600000;wprior=2.000000;gblock=0.000000,3.9415366328456485,commit_gated,0,0,1,0.08360449735449733,0.08028218694885361,1081.044427398592,0
13,broken,B3-I,1.0879771594934764,1.7733452889742856,0,1,0.11764860508581705,0.1386722785857638,rsplit=1.200000;wprior=2.000000;gblock=0.000000,rsplit=1.600000;wprior=2.000000;gblock=0.000000,0.11764860508581705,rsplit=1.600000;wprior=2.000000;gblock=0.000000,0,4.000000000000001,rsplit=1.600000;wprior=2.000000;gblock=0.000000,4.000000000000001,commit_gated_identity,0,0,1,0.08360449735449733,0.07909992784992784,1081.044427398592,0
13,broken,B3-R0,1.0879771594934764,1.7733452889742856,0,1,0.1210877585249705,0.1386722785857638,rsplit=1.226774;wprior=2.000000;gblock=0.003347,rsplit=1.600000;wprior=2.000000;gblock=0.000000,0.11764860508581705,rsplit=1.600000;wprior=2.000000;gblock=0.000000,0,3.9415366328456485,rsplit=1.600000;wprior=2.000000;gblock=0.000000,3.9415366328456485,commit_gated,0,0,1,0.08360449735449733,0.08028218694885361,1081.044427398592,0
14,clean,B0,0.15492625533223373,1.7733452889742856,0,0,0.015066915655150951,0.1386722785857638,rsplit=1.600000;wprior=2.000000;gblock=0.050000,rsplit=1.600000;wprior=2.000000;gblock=0.050000,,rsplit=1.600000;wprior=2.000000;gblock=0.050000,0,0.0,rsplit=1.600000;wprior=2.000000;gblock=0.050000,0.0,hold,0,0,,,,,
14,clean,B1,0.15492625533223373,1.7733452889742856,0,0,0.015066915655150951,0.1386722785857638,rsplit=1.600000;wprior=2.000000;gblock=0.000000,rsplit=1.600000;wprior=2.000000;gblock=0.000000,,rsplit=1.600000;wprior=2.000000;gblock=0.000000,0,0.0,rsplit=1.600000;wprior=2.000000;gblock=0.000000,0.0,hold,0,0,,,,,
14,clean,B2,0.15492625533223373,1.7733452889742856,0,0,0.015066915655150951,0.1386722785857638,rsplit=1.600000;wprior=2.000000;gblock=0.000000,rsplit=1.600000;wprior=2.000000;gblock=0.000000,,rsplit=1.600000;wprior=2.000000;gblock=0.000000,0,0.0,rsplit=1.600000;wprior=2.000000;gblock=0.000000,0.0,hold,0,0,,,,,
14,clean,B3,0.15492625533223373,1.7733452889742856,0,0,0.015066915655150951,0.1386722785857638,rsplit=1.600000;wprior=2.000000;gblock=0.000000,rsplit=1.600000;wprior=2.000000;gblock=0.000000,,rsplit=1.600000;wprior=2.000000;gblock=0.000000,0,0.0,rsplit=1.600000;wprior=2.000000;gblock=0.000000,0.0,hold,0,0,,,,,
14,clean,B3-I,0.15492625533223373,1.7733452889742856,0,0,0.015066915655150951,0.1386722785857638,rsplit=1.600000;wprior=2.000000;gblock=0.000000,rsplit=1.600000;wprior=2.000000;gblock=0.000000,,rsplit=1.600000;wprior=2.000000;gblock=0.000000,0,0.0,rsplit=1.600000;wprior=2.000000;gblock=0.000000,0.0,hold,0,0,,,,,
14,clean,B3-R0,0.15492625533223373,1.7733452889742856,0,0,0.015066915655150951,0.1386722785857638,rsplit=1.600000;wprior=2.000000;gblock=0.000000,rsplit=1.600000;wprior=2.000000;gblock=0.000000,,rsplit=1.600000;wprior=2.000000;gblock=0.000000,0,0.0,rsplit=1.600000;wprior=2.000000;gblock=0.000000,0.0,hold,0,0,,,,,
15,combo,B0,6.218955337273964,1.7733452889742856,1,0,0.1222222222222222,0.1386722785857638,rsplit=1.600000;wprior=2.000000;gblock=0.050000,rsplit=1.600000;wprior=2.000000;gblock=0.050000,,rsplit=1.600000;wprior=2.000000;gblock=0.050000,0,0.0,rsplit=1.600000;wprior=2.000000;gblock=0.050000,0.0,hold,0,0,,,,,
15,combo,B1,6.218955337273964,1.7733452889742856,1,1,0.08888888888888888,0.1386722785857638,rsplit=1.600000;wprior=2.000000;gblock=0.000000,rsplit=1.200000;wprior=2.000000;gblock=0.000000,0.0685185185185185,rsplit=1.200000;wprior=2.000000;gblock=0.000000,0,0.0,rsplit=1.200000;wprior=2.000000;gblock=0.000000,4.195235392680607,commit_raw,0,0,,,,,
15,combo,B2,6.218955337273964,1.7733452889742856,1,1,0.08888888888888888,0.1386722785857638,rsplit=1.600000;wprior=2.000000;gblock=0.000000,rsplit=1.200000;wprior=2.000000;gblock=0.000000,0.0685185185185185,rsplit=1.200000;wprior=2.000000;gblock=0.000000,0,4.195235392680607,rsplit=1.200000;wprior=2.000000;gblock=0.000000,4.195235392680607,commit_bounded,0,0,,,,,
15,combo,B3,6.218955337273964,1.7733452889742856,1,1,0.08888888888888888,0.1386722785857638,rsplit=1.600000;wprior=2.000000;gblock=0.000000,rsplit=1.200000;wprior=2.000000;gblock=0.000000,0.0685185185185185,rsplit=1.200000;wprior=2.000000;gblock=0.000000,0,4.195235392680607,rsplit=1.200000;wprior=2.000000;gblock=0.000000,4.195235392680607,commit_gated,0,0,1,0.03333333333333333,0.03518518518518518,794.6051477454603,0
15,combo,B3-I,6.218955337273964,1.7733452889742856,1,1,0.08888888888888888,0.1386722785857638,rsplit=1.600000;wprior=2.000000;gblock=0.000000,rsplit=1.200000;wprior=2.000000;gblock=0.000000,0.0685185185185185,rsplit=1.200000;wprior=2.000000;gblock=0.000000,0,4.000000000000001,rsplit=1.200000;wprior=2.000000;gblock=0.000000,4.000000000000001,commit_gated_identity,0,0,1,0.03333333333333333,0.03518518518518518,794.6051477454603,0
15,combo,B3-R0,6.218955337273964,1.7733452889742856,1,1,0.08888888888888888,0.1386722785857638,rsplit=1.600000;wprior=2.000000;gblock=0.000000,rsplit=1.200000;wprior=2.000000;gblock=0.000000,0.0685185185185185,rsplit=1.200000;wprior=2.000000;gblock=0.000000,0,4.195235392680607,rsplit=1.200000;wprior=2.000000;gblock=0.000000,4.195235392680607,commit_gated,0,0,1,0.03333333333333333,0.03518518518518518,794.6051477454603,0
16,clean,B0,0.3823652106122403,1.7733452889742856,0,0,0.005555555555555555,0.1386722785857638,rsplit=1.600000;wprior=2.000000;gblock=0.050000,rsplit=1.600000;wprior=2.000000;gblock=0.050000,,rsplit=1.600000;wprior=2.000000;gblock=0.050000,0,0.0,rsplit=1.600000;wprior=2.000000;gblock=0.050000,0.0,hold,0,0,,,,,
16,clean,B1,0.3823652106122403,1.7733452889742856,0,0,0.005555555555555555,0.1386722785857638,rsplit=1.200000;wprior=2.000000;gblock=0.000000,rsplit=1.200000;wprior=2.000000;gblock=0.000000,,rsplit=1.200000;wprior=2.000000;gblock=0.000000,0,0.0,rsplit=1.200000;wprior=2.000000;gblock=0.000000,0.0,hold,0,0,,,,,
16,clean,B2,0.3823652106122403,1.7733452889742856,0,0,0.005555555555555555,0.1386722785857638,rsplit=1.200000;wprior=2.000000;gblock=0.000000,rsplit=1.200000;wprior=2.000000;gblock=0.000000,,rsplit=1.200000;wprior=2.000000;gblock=0.000000,0,0.0,rsplit=1.200000;wprior=2.000000;gblock=0.000000,0.0,hold,0,0,,,,,
16,clean,B3,0.3823652106122403,1.7733452889742856,0,0,0.005555555555555555,0.1386722785857638,rsplit=1.200000;wprior=2.000000;gblock=0.000000,rsplit=1.200000;wprior=2.000000;gblock=0.000000,,rsplit=1.200000;wprior=2.000000;gblock=0.000000,0,0.0,rsplit=1.200000;wprior=2.000000;gblock=0.000000,0.0,hold,0,0,,,,,
16,clean,B3-I,0.3823652106122403,1.7733452889742856,0,0,0.005555555555555555,0.1386722785857638,rsplit=1.200000;wprior=2.000000;gblock=0.000000,rsplit=1.200000;wprior=2.000000;gblock=0.000000,,rsplit=1.200000;wprior=2.000000;gblock=0.000000,0,0.0,rsplit=1.200000;wprior=2.000000;gblock=0.000000,0.0,hold,0,0,,,,,
16,clean,B3-R0,0.3823652106122403,1.7733452889742856,0,0,0.005555555555555555,0.1386722785857638,rsplit=1.200000;wprior=2.000000;gblock=0.000000,rsplit=1.200000;wprior=2.000000;gblock=0.000000,,rsplit=1.200000;wprior=2.000000;gblock=0.000000,0,0.0,rsplit=1.200000;wprior=2.000000;gblock=0.000000,0.0,hold,0,0,,,,,
